ResourceID,Activity Method Type,Spatial Accuracy Qualifier,Compiler Name,Geometry Source,Spatial Metadata Description,Locality,Map Reference Name,Role,Activity Phase Description text,External Cross Reference Source,Activity Phase Description Type,External Cross Reference Notes,Road or Street Name,Town or City,To Date,Date Type,Area Type,Geometry,External Cross Reference Number,Number in Road or Street,Location Description Type,Map Reference Type,Postal Code,Activity Description Language,Activity Name,Activity Type,From Date,Location Description text,Location Description Language,Date of Compilation,Activity Description text,Area Name,File,Activity Description Type,Activity Phase Language,Activity Name Type,Resource ID
025eb2ea-d828-448b-8960-b6b850f2be62,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,25.99,,,,,,,,,,,,,,,,,,
025eb2ea-d828-448b-8960-b6b850f2be62,,,,,,,,,,,,,,,,,,,,,,,,,"Tourist Information Centre, Cornhill",,,,,,,,,,,Site Name,
02639c2f-dd24-4ac6-ae56-228da5d81839,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.544125907814449 53.2368436088449)),636,,,,,,Watching Brief at Occupation Road,WATCHING BRIEF,,,,,An extension to the west of the property was to be constructed. Footings were from 450mm - 600mm deep and soil excavated was very dark brownish black garden soil which consisted of mainly broken brick and tile rubble from a demolished brick outhouse,,,Summary,,Primary,
02639c2f-dd24-4ac6-ae56-228da5d81839,,,,,,,,,,,,,,,,,,,,,,,,,3 Occupation Road,,,,,,,,,,,Site Name,
028b3d29-7b4d-48e2-9676-b51572193a73,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.543046576906846 53.2267080949979)),4304,,,,,,Desk Based Assessment at 174/5 High Street,DESK BASED ASSESSMENT,,,,,"Archaeological and Historical desktop study of the site of, and buildings in, Wigford Yard, to the west of 174/5 High Street",,,Summary,,Primary,
028b3d29-7b4d-48e2-9676-b51572193a73,,,,,,,,,,,,,,,,,,,,,,,,,Wigford Yard,,,,,,,,,,,Site Name,
02b43f8d-9b18-4f2d-86f8-5f7b14261fac,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.536068261804011 53.2336614818837)),4600,,,,,,Excavation at Minster Yard,EXCAVATION,,,,,Excavation site. Trench 1; eastern trench.,,,Summary,,Primary,
02b43f8d-9b18-4f2d-86f8-5f7b14261fac,,,,,,,,,,,,,,,,,,,,,,,,,Subdeanery,,,,,,,,,,,Site Name,
02d3d2de-30a5-4915-8eb6-cd08a859182c,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.543154079111443 53.2350158311141)),4453,,,,,,Watching Brief at Union Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of a foundation trench for CCTV post. Trench 2 of three. The Lawn. Limestone brash, probable natural, was exposed at c1.30m below ground surface.",,,Summary,,Primary,
02d3d2de-30a5-4915-8eb6-cd08a859182c,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,270.97,,,,,,,,,,,,,,,,,,
02d3d2de-30a5-4915-8eb6-cd08a859182c,,,,,,,,,,,,,,,,,,,,,,,,,"CCTV Installation, The Lawn and Westgate car-parks",,,,,,,,,,,Site Name,
02f5a2b8-0142-4a26-8d06-bb9f8fb4650a,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538639901598456 53.2346998760035)),10382,,,,,,Building Survey at 5 Bailgate,BUILDING SURVEY,,,,,"The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln.  Survey no. S108",,,Summary,,Primary,
02f5a2b8-0142-4a26-8d06-bb9f8fb4650a,,,,,,,,,,,,,,,,,,,,,,,,,5 Bailgate,,,,,,,,,,,Site Name,
02fb7481-61cc-49d2-b755-a3683ed6f004,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.537595285806322 53.2284212861711)),10227,,,,,,Borehole Survey at Waterside North,BOREHOLE SURVEY,,,,,Boreholes (3) taken to assess the potential for leaching of cement material from piling into archaeological deposits.,,,Summary,,Primary,
02fb7481-61cc-49d2-b755-a3683ed6f004,,,,,,,,,,,,,,,,,,,,,,,,,Former Slipper Baths Site,,,,,,,,,,,Site Name,
02fbecc1-81de-4897-82f8-edab81848355,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539522295830042 53.2356276329158)),4111,,,,,,Photographic Survey at St Pauls Lane / Westgate,PHOTOGRAPHIC SURVEY,,,,,The building was recorded and photographed as part of 1998 Industrial Archaeology Survey project,,,Summary,,Primary,
02fbecc1-81de-4897-82f8-edab81848355,,,,,,,,,,,,,,,,,,,,,,,,,Papillon Bistro,,,,,,,,,,,Site Name,
03045a7d-a2b8-4e7b-83a0-b20d966964f2,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.641969573474765 53.2775611394608)),3264,,,,,,Borehole Survey at ,BOREHOLE SURVEY,,,,,MAU borehole,,,Summary,,Primary,
03045a7d-a2b8-4e7b-83a0-b20d966964f2,,,,,,,,,,,,,,,,,,,,,,,,,(outside city),,,,,,,,,,,Site Name,
0310c712-91b5-4b03-88ba-8233584fac8d,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542823542824599 53.227541405053)),57,,,,,,Excavation at Brayford Wharf East/Wigford Way,EXCAVATION,,,,,"Excavation site consisting of two trenches, Trench 1 and Trench 2,  on the site of the demolished Dickinsons Mill and buildings to the east, and in advance of the construction of 11-15 Brayford Wharf North (General Accident later RBS)",,,Summary,,Primary,
0310c712-91b5-4b03-88ba-8233584fac8d,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,152.99,,,,,,,,,,,,,,,,,,
0310c712-91b5-4b03-88ba-8233584fac8d,,,,,,,,,,,,,,,,,,,,,,,,,Dickinsons Mill 1972,,,,,,,,,,,Site Name,
03281d29-a916-43f7-a9b5-30d5f89faa4c,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538055047080237 53.2426305469733)),6015,,,,,,Watching Brief at Newport,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during programme of gas mains renewal in Newport between Vere Street and Yarborough Road roundabout.,,,Summary,,Primary,
03281d29-a916-43f7-a9b5-30d5f89faa4c,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.24,,,,,,,,,,,,,,,,,,
03281d29-a916-43f7-a9b5-30d5f89faa4c,,,,,,,,,,,,,,,,,,,,,,,,,Newport Gas Mains Renewal,,,,,,,,,,,Site Name,
033f7b02-c975-4ae7-8805-e94da5456732,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542500625357794 53.2180803487453)),103,,,,,,Trial Trench at Knight Place,TRIAL TRENCH,,,,,"Archaeological Evaluation site, consisting of four trial trenches, Trial Trenches 1-4.",,,Summary,,Primary,
033f7b02-c975-4ae7-8805-e94da5456732,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.201,,,,,,,,,,,,,,,,,,
033f7b02-c975-4ae7-8805-e94da5456732,,,,,,,,,,,,,,,,,,,,,,,,,Knight Place,,,,,,,,,,,Site Name,
03575473-03cc-48d4-8368-558f3610c1d4,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539183234893876 53.2385451080172)),11141,,,,,,Watching Brief at 2-4 Rasen Lane,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) of the excavation of foundation trenches for the construction of a residential development. Modern overburden overlay a possible subsoil and the natural limestone brash, which was cut by three pits and a stone-lined feature, with no dating evidence. Two pits were possibly of Roman date. No evidence for the Augustinian friary was found",,,Summary,,Primary,
03575473-03cc-48d4-8368-558f3610c1d4,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,201.36,,,,,,,,,,,,,,,,,,
03575473-03cc-48d4-8368-558f3610c1d4,,,,,,,,,,,,,,,,,,,,,,,,,Land adjacent to 6 Rasen Lane,,,,,,,,,,,Site Name,
03597a6f-82b1-476a-a0eb-c9dec5b61df9,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5415146376053031 53.2268242041185)),1035,,,,,,Casual Observation at High Street,CASUAL OBSERVATION,,,,,Observation 4 of five. Sometime prior to 1890 Drury observed the Roman road at various points. Here it was only 2 feet (0.61m.) thick on top of 5 feet (1.52m.) of mud and silt,,,Summary,,Primary,
03597a6f-82b1-476a-a0eb-c9dec5b61df9,,,,,,,,,,,,,,,,,,,,,,,,,High Street (Shakespeare Street - Cornhill),,,,,,,,,,,Site Name,
03696006-c48b-455d-9630-8ac70e93e6b9,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5373780789906391 53.2317178196588)),3209,,,,,,Test Pit at Flaxengate,TEST PIT,,,,,Trial hole revealed series of buildings of 1st to 4th cents. and a large terrace wall.,,,Summary,,Primary,
03696006-c48b-455d-9630-8ac70e93e6b9,,,,,,,,,,,,,,,,,,,,,,,,,Flaxengate,,,,,,,,,,,Site Name,
0369dbbc-2a07-48a5-9a5a-9042015db344,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538945879336775 53.2340743523509)),11103,,,,,,Watching Brief at 30-32 Steep Hill,WATCHING BRIEF,,,,,"Observation of three geotechnical pits up to 1.1m deep. They were dug to inspect the foundations of the building. One in the cellar had limestone bedrock beneath the cellar floor. In another, six courses of brick/limestone foundations were revealed.",,,Summary,,Primary,
0369dbbc-2a07-48a5-9a5a-9042015db344,,,,,,,,,,,,,,,,,,,,,,,,,30-32 Steep Hill,,,,,,,,,,,Site Name,
037d077a-08c8-4733-96d3-d11d1514e1c5,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.558985429426656 53.2017218750291)),10918,,,,,,Watching Brief at Hykeham Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of nine geotechnical test pits. Test Pits 1-9. Test Pit 7. Soft mid brown silty sand loam topsoil overlay modern make-up, natural orange sand, and clay. No archaeological deposits or finds were recorded.",,,Summary,,Primary,
037d077a-08c8-4733-96d3-d11d1514e1c5,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2009.174,,,,,,,,,,,,,,,,,,
037d077a-08c8-4733-96d3-d11d1514e1c5,,,,,,,,,,,,,,,,,,,,,,,,,Fosse House,,,,,,,,,,,Site Name,
03a87314-7c57-439f-bb6f-bea0f0c1374a,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54394215795991 53.2184126065791)),8968,,,,,,Watching Brief at 23 Queen Street,WATCHING BRIEF,,,,,"Voluntary Observation of groundworks for a rear extension. An extensive layer of limestone fragments had been removed during the groundworks. The layer was c. 30cm below house foundations. Some pieces were observed; random sized, not faced or dressed, as if from a dry-stone wall. Occasional small pieces of broken roof tile. Possible demolished building, agricultural feature, boundary wall or ground/track consolidation. Pre-Queen Street Padley maps of 1851 and 1842 show open pasture? plot.",,,Summary,,Primary,
03a87314-7c57-439f-bb6f-bea0f0c1374a,,,,,,,,,,,,,,,,,,,,,,,,,23 Queen Street,,,,,,,,,,,Site Name,
03caa885-ae95-4d19-b38e-7bc9add6605a,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.548990042974741 53.2117499114741)),6940,,,,,,Casual Observation at 13 Hamilton Road,CASUAL OBSERVATION,,,,,"Three carved stones heads were found in the rear garden, while digging out a pond. They represent human faces but the gender is not clear. Awaiting dating. They may be associated with St Catherines Priory. They are now at 15 St Catherines Road.",,,Summary,,Primary,
03caa885-ae95-4d19-b38e-7bc9add6605a,,,,,,,,,,,,,,,,,,,,,,,,,13 Hamilton Road,,,,,,,,,,,Site Name,
03e538d8-c75e-4544-8209-21aa2cefc042,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.536916175344933 53.2439470394425)),10132,,,,,,Watching Brief at Newport,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks for the construction of new offices, consisting of two areas, Area of the Former Building, and Area of the Former Garden. Area 1 Area of the Former Building.",,,Summary,,Primary,
03e538d8-c75e-4544-8209-21aa2cefc042,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2007.1,,,,,,,,,,,,,,,,,,
03e538d8-c75e-4544-8209-21aa2cefc042,,,,,,,,,,,,,,,,,,,,,,,,,Bishop Grosseteste University College,,,,,,,,,,,Site Name,
040d1f3e-5eaa-4504-ab0c-511c65e7e96f,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.523000939942136 53.2363410126511)),11140,,,,,,Watching Brief at Ancaster Avenue,WATCHING BRIEF,,,,,Voluntary Observation by the City Archaeologist during ground works for three dwellings. Only brown earth was revealed to a depth of 0.6m-0.8m. The area was part of the garden of Monks Manor,,,Summary,,Primary,
040d1f3e-5eaa-4504-ab0c-511c65e7e96f,,,,,,,,,,,,,,,,,,,,,,,,,The Manor House,,,,,,,,,,,Site Name,
0412a6a3-a8e6-48e0-857a-a921fd332c06,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.537387559103346 53.2402311189822)),11283,,,,,,Watching Brief at Newport,WATCHING BRIEF,,,,,"Scheme of intermittent archaeological monitoring and recording during groundworks for the construction of a 2-storey and single-storey extension and porch to the north elevation of the church.  Two phases of monitoring took place: geotechnical works, consisting of two boreholes and two test pits on the site of the proposed extension - in July 2009: piling trench and a service trench in May 2012. Borehole 1: natural limestone occurred 3m below the ground surface; the material above was difficult to interpret, but made ground 1.2m thick, the upper part of the core, was sealed by tarmac",,,Summary,,Primary,
0412a6a3-a8e6-48e0-857a-a921fd332c06,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2009.102,,,,,,,,,,,,,,,,,,
0412a6a3-a8e6-48e0-857a-a921fd332c06,,,,,,,,,,,,,,,,,,,,,,,,,Church of St Nicholas with St John,,,,,,,,,,,Site Name,
0420145c-1190-4e89-bbd0-ce0aeef3eb37,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539336790970113 53.2344746869926)),251,,,,,,Watching Brief at Castle Hill,WATCHING BRIEF,,,,,"Trenches from Castle Gateway to Exchequergate revealed 1) a possible north circular tower, (2) Dog-leg wall leading from circular tower to towards Castle Gateway. Trench sections also revealed possible infill of Castle ditch and original cuts",,,Summary,,Primary,
0420145c-1190-4e89-bbd0-ce0aeef3eb37,,,,,,,,,,,,,,,,,,,,,,,,,Castle Hill,,,,,,,,,,,Site Name,
04257587-b25d-48be-aaed-82d63102337b,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.540736009468255 53.2294576284432)),3101,,,,,,Casual Observation at Mint Street/High Street,CASUAL OBSERVATION,,,,,"Observation. Below the Bank, on the south corner of Mint Street/High Street, several Roman remains, one a base of a pillar apparently in situ, on a sandy base, 12 ft. (3.66m) below the existing surface.",,,Summary,,Primary,
04257587-b25d-48be-aaed-82d63102337b,,,,,,,,,,,,,,,,,,,,,,,,,NatWest Bank,,,,,,,,,,,Site Name,
04419774-656d-480e-8063-fe3ecdbe8a8d,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.520263 53.250134, -0.520381 53.249929, -0.520317 53.249918, -0.520205 53.250119, -0.520205 53.250123, -0.520263 53.250134)))",333,,,,,,Excavation at Nettleham Road,EXCAVATION,,,,,"Excavations were carried out to confirm the source of the Roman aqueduct at the Roaring Meg Spring, and its course along Nettleham Road.",,,Summary,,Primary,
04419774-656d-480e-8063-fe3ecdbe8a8d,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,87.52,,,,,,,,,,,,,,,,,,
04419774-656d-480e-8063-fe3ecdbe8a8d,,,,,,,,,,,,,,,,,,,,,,,,,Aqueduct,,,,,,,,,,,Site Name,
045459cf-7d71-4b35-8d20-17fc11973f97,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5234663788645481 53.2350073209518)),457,,,,,,Casual Observation at Greetwell Road area,CASUAL OBSERVATION,,,,,"Half a mile from the Roman Eastgate, sepulchral monuments, a sarcophagus and earthen and glass urns were found. 100 yards away a large room was discovered with a sarcophagus in it and ash on the floor. The description of the location places it on Greetwell Road, just close to the junction with St Annes Road. Reported by John Pownall in 1791.",,,Summary,,Primary,
045459cf-7d71-4b35-8d20-17fc11973f97,,,,,,,,,,,,,,,,,,,,,,,,,Half a mile east of the Roman Eastgate,,,,,,,,,,,Site Name,
045ff6ef-5b44-4df6-affa-5bfdf8cd4839,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.5480429999999999 53.211753, -0.547999 53.211748, -0.547994 53.211766, -0.548038 53.21177, -0.5480429999999999 53.211753)))",11297,,,,,,Watching Brief at 53-55 St Catherines,WATCHING BRIEF,,,,,"Archaeological Watching Brief during the excavation of geotechnical test pits after the removal of a garage. Only the four pits with archaeological deposits were recorded, the others being highly disturbed Test Pit A. A buried soil up to 0.4m thick was sealed by a 0.3m thick layer of grey silty sand with ash, mortar and building rubble. Above was a modern limestone aggregate 0.25m thick.",,,Summary,,Primary,
045ff6ef-5b44-4df6-affa-5bfdf8cd4839,,,,,,,,,,,,,,,,,,,,,,,,,53-55 St Catherines,,,,,,,,,,,Site Name,
0488a5be-482e-43de-909c-084f6bfc6cae,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.534359897151643 53.2345484424884)),10315,,,,,,Building Survey at Minster Yard,BUILDING SURVEY,,,,,Survey of the building as part of the Lincoln Cathedral and Close Conservation Plan,,,Summary,,Primary,
0488a5be-482e-43de-909c-084f6bfc6cae,,,,,,,,,,,,,,,,,,,,,,,,,6 Minster Yard,,,,,,,,,,,Site Name,
04a750ee-7ebe-4923-95c7-0d23fe0e0848,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.531198589699443 53.2358579772002)),1682,,,,,,Watching Brief at Langworthgate,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) site in advance of the construction of 21 Langworthgate, St Clements Lodge. Area 5 of seven. Test pit 5",,,Summary,,Primary,
04a750ee-7ebe-4923-95c7-0d23fe0e0848,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2006.72,,,,,,,,,,,,,,,,,,
04a750ee-7ebe-4923-95c7-0d23fe0e0848,,,,,,,,,,,,,,,,,,,,,,,,,Langworthgate,,,,,,,,,,,Site Name,
04a9e807-ce3b-4f5b-a688-a858db4ea35d,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.539211 53.2328, -0.539219 53.232783, -0.539142 53.232775, -0.5391359999999999 53.232793, -0.539211 53.2328)))",1346,,,,,,Excavation at Michaelgate,EXCAVATION,,,,,Area 3 of three. Trench 3,,,Summary,,Primary,
04a9e807-ce3b-4f5b-a688-a858db4ea35d,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.216,,,,,,,,,,,,,,,,,,
04a9e807-ce3b-4f5b-a688-a858db4ea35d,,,,,,,,,,,,,,,,,,,,,,,,,"Michaelgate, Chestnut House 1984",,,,,,,,,,,Site Name,
04b035ed-e285-4c81-b1d3-0c026e44703d,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.552476695597694 53.2184895985822)),11201,,,,,,Evaluation at Boultham Park Road,EVALUATION,,,,,"Archaeological evaluation in advance of development consisting of six trial trenches, Trenches 1-6. Modern surfaces overlay dumps, up to 1.5m thick, of modern building rubble, leather waste and rubber tyres, suggesting use as a rubbish tip. Below was a layer of organic peat, suggesting a waterlogged marshy environment unsuitable for agriculture or settlement. There were no finds or archaeological features.",,,Summary,,Primary,
04b035ed-e285-4c81-b1d3-0c026e44703d,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2012.15,,,,,,,,,,,,,,,,,,
04b035ed-e285-4c81-b1d3-0c026e44703d,,,,,,,,,,,,,,,,,,,,,,,,,Former Boultham Dairy Site,,,,,,,,,,,Site Name,
04b30695-7e23-40eb-b2cb-62b073778933,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.535496394937367 53.2337353640557)),214,,,,,,Watching Brief at Minster Yard,WATCHING BRIEF,,,,,"During the insertion of a land drain on the east side of the building, the foundations of the original building were exposed, and a chamfered plinth in the north wall and a ?blocked doorway were visible. The east wall had offset foundations, a buttress and no plinth. At the south end was a blocked doorway",,,Summary,,Primary,
04b30695-7e23-40eb-b2cb-62b073778933,,,,,,,,,,,,,,,,,,,,,,,,,Cantilupe Chantry House,,,,,,,,,,,Site Name,
04b3c6a2-a8eb-49d8-bb86-ea46190c2f3d,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538614575016448 53.2336837367869)),4531,,,,,,Watching Brief at Steep Hill,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief),,,Summary,,Primary,
04b3c6a2-a8eb-49d8-bb86-ea46190c2f3d,,,,,,,,,,,,,,,,,,,,,,,,,"46-47 Steep Hill, Norman House",,,,,,,,,,,Site Name,
04c461f3-63e9-4879-957d-a86a716e0dd1,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.544417540222125 53.2242706732126)),4128,,,,,,Photographic Survey at Firth Road,PHOTOGRAPHIC SURVEY,,,,,The building was recorded and photographed as part of 1998 Industrial Archaeology Survey project,,,Summary,,Primary,
04c461f3-63e9-4879-957d-a86a716e0dd1,,,,,,,,,,,,,,,,,,,,,,,,,name of company? [ex stables],,,,,,,,,,,Site Name,
04c5193c-d8f3-44ef-930c-cf7e478bc331,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.52044196644165 53.2531918228736)),11084,,,,,,Evaluation at Land off Nettleham Road,EVALUATION,,,,,"Archaeological evaluation in advance of an application for a mixed-use development, specifically to investigate two circular features visible from aerial photographs and the possible course of the Roman aqueduct north of the Roaring Meg stream. Eight trenches were excavated, Trenches 1-8. No trace of the aqueduct was found, and no clue to the nature of the features was forthcoming, as deep ploughing had removed virtually all possible archaeology. No archaeological finds were recorded",,,Summary,,Primary,
