ResourceID,Evidence,Asset Description Type,Heritage Asset Name,Statutory name,Map Reference Type,Dimension Value,Production Technique,Area Type,External Cross Reference Number,Monument Phase,Material Name,Resource ID,Date of Assessment,Designation or Protection Type,Designation or Protection To Date,Area Name,Road or Street Name,Number in Road or Street,Dimension Type,Rights Holder,Role,Geometry,Asset Type,Production Method,Dimension Measurement Unit,Spatial Metadata Description,Occupancy,End of TimeSpan,Locality,Inscription Content,Geometry Source,Postal Code,Description Language,Right Type,External Cross Reference Notes,Organization Name,Caption,Designation Description,Cultural Period,Date of Compilation,File,Designation Description Type,Condition Type,Location Description Type,From Date,Date Type,Asset Description,Image File,Spatial Accuracy Qualifier,Measurement Type,Town or City,Risk Level,External Cross Reference Source,Description Language,Rights Note,To Date,Location Description,Material Type,Grade,Designation Activity Name Type,Inscription Note,Compiler Name,Begin of TimeSpan,Image File,Language,Asset Name Type,Map Reference Name,Created By Actor(s),Designation Activity Name,Designation or Protection From Date
5d8f08ce-480d-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"31, 32 AND 33, BAILGATE",,,,,,1388441,fde2e781-8615-42df-a23a-bb4017764046,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53845266 53.23623805)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>3 houses and shops, now 3 houses. Mid C18 and early C19. Brick with pantile roofs, with 2 ridge and single side wall stacks. Rendered plinth, stone steps, dentilled eaves. First floor band to Nos 32 and 33. 2 storeys plus attics, 4 unequal bays. No.31, to left, has a half-glazed fielded panelled door with wooden jambs, flanked to left by a C19 plain sash. To right, a hooded glazing bar shop window and a close boarded entry door. Above, two 2-light sliding sashes and above again, a dormer with a similar sash. Nos 32 and 33 have a pair of 3-light shop windows with wooden mullions and transoms, pilasters and entablature, flanked by single moulded doorcases with cornices and recessed panelled doors. To right again, a plainer doorcase. Above, 2 segment headed glazing bar sashes. Above again, 2 flat roofed dormers with casements. INTERIOR not inspected.</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,05/08/1973
5e210c22-f1a7-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,JEWS HOUSE,,,,,,1388810,b2a38003-6fe6-434d-b306-fe16dda8979a,,,,,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53878599 53.23216983)),HOUSE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1170,,"<p>Includes: No.1 STEEP HILL. House, originally with a first floor hall and shops below, now a restaurant and salon. c1170, with C18 and C19 alterations. Dressed stone and brick, with pantile roof and two C18 brick gable stacks. EXTERIOR: moulded sill band and enriched impost band to first floor. 2 storeys plus attics, 3 bays. Off-centre doorway, C12, with interlace ornament and stiff-leaf capitals to missing shafts. Above it, a shallow chimney breast to the hall. To left, a wooden shopfront, early C19, in an altered opening, with central half-glazed door flanked by single glazing bar bay windows with shutters, under a moulded cornice. To right, a half-glazed door, C19, with overlight, flanked to right by a glazing bar shop window with hood, all set in an altered opening. Above, two altered C12 2-light windows with heavily moulded heads, that to left with the remains of shafts. Each now has a C18 glazing bar sash. In the centre, a similar sash. Above again, to right, a segment headed dormer with a C20 casement. INTERIOR has in the rear wall a C12 chamfered doorway with imposts. In the north wall, a restored chamfered segment headed recess on each floor. This building is an exceptionally important example of C12 domestic architecture: Lincolnshire has most of the surviving examples. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 519).</p>
",,,,,,National Heritage List for England,English,,,,,,,,,,,,Statutory,,,,
642eaf12-e9ea-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,ST MARYS SCHOOL,ST MARYS SCHOOL,,,,,1388737,01a84f1c-396a-4e47-a6ba-df1c4cdf44d9,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53348544 53.23383075)),SCHOOL,,,,,,,,,,English,,National Heritage List for England,,,,LATE 20TH CENTURY,,,,,,1950,,"<p>House, now a school. C14 and C15, remodelled c1760, raised and extended early C19, with rear addition c1910. Dressed stone and brick, with stone dressings and gabled and hipped slate roofs. 4 brick side wall stacks, plus a medieval round side wall stack. EXTERIOR: chamfered string course to main block, chamfered plinth to south end, single coped gable. Main block, 3 storeys, 5 bays, double range plan, has 2-storey wings. Slightly projecting off-centre bay with a chamfered stone doorcase, 6-panel door and overlight. To its left, 2 plain sashes, and beyond, 2 larger glazing bar sashes. To the right, a glazing bar sash. Above the door, and to its right, single margin light sashes. To the left, a smaller sash, and beyond, 2 larger sashes with glazing bars. All these windows have splayed lintels. Above again, 3 glazing bar sashes, and an off-centre blank panel. Left wing, c1820, single bay, has parapet. Single glazing bar sash, and above it, a 2-light casement. Right wing has parapet, and 2 glazing bar sashes with joggled lintels on each floor. In the parapet, 2 blank panels. Above again, an off-centre gabled dormer, late C19. INTERIOR has an outstanding and rare Palmyrene plaster ceiling, mid C18, probably by Sir William Chambers. Panelled entrance hall with mid C18 cantilever wooden dogleg stair with landings, vase and stem balusters (3 per tread), and ramped scrolled handrail. The landing is carried on a moulded beam and Doric piers. Segmental vaulted cellar, C15, with chamfered ribs. From c1400 till c1726. this building formed a single property with No.4 Pottergate (qv). (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 491-492; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1984-: 74-95; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).</p>
",,,,,,,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
642eaf12-e9ea-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,081ca862-b236-4e12-bcf6-c32452acaa89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642eaf12-e9ea-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,HOUSE,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1300,,,,,,,,,,,1950,,,,,,,,,,,,,,
642eaf12-e9ea-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,
6522de64-fa31-11e9-ae3c-066e122e3f0a,ARCHITECTURAL COMPONENT,Statutory,DELORAINE COURT EAST AND DELORAINE COURT WEST,,,,,,1388609,01e61705-6158-4067-a5fe-ced6df4ac444,,,,Listed Building,,,JAMES STREET,"4, 5 AND 6",,,,GEOMETRYCOLLECTION (POINT (-0.53730587 53.23559471)),CELLAR,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1100,,"<p>House, now 3 houses. c1300, incorporating a C12 undercroft. Remodelled early C17 and c1660, with C18 additions and early C19 alterations. Dressed stone, with ashlar dressings and plain tile and pantile roofs with various stacks. EXTERIOR: south range, C18, 2 storeys plus basement and attics, 5 bays, has plinth and single ridge and 2 gable brick stacks. East front has to left a wooden doorcase with pediment and hanging lamp, and a 6-panel door with 2 glazed panels. To its right, four 12-pane sashes, and above, 5 similar smaller sashes, the right one with an iron balcony. Above again, 2 segment headed dormers. Basement has a large central sliding sash, flanked to left by a plain sash and to right by a plain doorcase with a 6-panel door. Former great hall, 2 storeys, 4 bays, has brick rear wall and ridge stacks, and a first floor band. In the centre, two large 15-pane sashes, flanked to left by a fielded 6-panel door in a plain surround. Above, two through-eaves dormers with coped gables, each with a 16-pane sash. The left dormer has 2 reset heads. Beyond, on either side, a single bay projection with coped gable, 2 storeys, that to left with a 12-pane sash, that to right with a half-glazed panelled door and a 16-pane sash above it. East wing has a rebuilt brick side wall stack and coped south gable. East side has an off-centre doorway flanked to right by a 3-light casement, and to left by a larger 3-light casement with glazing bars. Beyond, a smaller glazing bar sash. Above the door, a 3-light casement with wooden mullions and leaded glazing. To its left, 2 segment headed 12-pane sashes. Gables have irregular fenestration. INTERIOR has in the west wing an undercroft with three C12 piers with scallop capitals, and a first floor panelled room dated 1602, with a C12 chimney and late C15 arched fireplace. C15 queen post truss roof with wind braces. In the south-west range, a C14 sculptured reredos. Former great hall, ceiled in c1663, has a collared rafter roof c1300, and at the west end, remains of a balustraded gallery, early C17. On the ground floor, an apsidal ended dining room c1800. East wing, reroofed c1660, has on the ground floor a kitchen fireplace c1400, and on the first floor, a room with rearranged panelling and overmantel, early C17. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 512-513; The Survey of Ancient Houses in Lincoln: Jones S: Lincoln: 1990-: 67-85).</p>
",,,,Lincoln,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
6522de64-fa31-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,,,,,,,,,c2b08232-6041-46cd-940b-bdaff8b0afad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522de64-fa31-11e9-ae3c-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,HOUSE,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,
66994d6c-4cfe-11ea-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,ELEANOR CROSS FRAGMENT 5 METRES EAST OF THE GOVENOR'S HOUSE,,,,,,1388490,1e940df5-fc0a-40d5-816f-ac5193b67120,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54032301 53.23455294)),ELEANOR CROSS,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1290,,"<p>Fragment of a Eleanor cross. c1290. For Edward I. Originally at Cross O&#39;Cliff Hill, resited c1980. Ashlar. Part of a figure and drapery on a rubble stone base. Approx. 1m high.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,08/07/1991
6aaaf4cc-f1a6-11e9-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,"RUINED BUILDING AND ADJOINING SECTION OF CLOSE WALL TO NORTH, TEMPLE GARDENS",,,,,,1388802,7da4de43-cdb2-4af4-a188-b7cc7a274684,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53605234 53.23281051000001)),TOWN WALL,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1250,,"<p>Ruined building and adjoining section of Close wall. Late C13, perhaps incorporating part of the late C2 Colonia wall, and late C14. Dressed stone and ashlar. Roofless ruined building has to south a roll moulded depressed ogee headed doorway with rosettes and C19 plank door. To its left, a 2-light mullioned window and beyond, an angle buttress. Adjoining Close wall, to north, has an angle buttress and an incomplete crenellated parapet. Approx. 30m long. The Colonia wall was on the same alignment. Scheduled Ancient Monument, County No.19. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 484; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
6b42f908-4ce5-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"263, BRANT ROAD",,,,,,1388469,894ba3fa-afc5-4e17-ac87-91dd84258b70,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.55782441 53.18724669)),CHARTIST COLONY HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1845,,"<p>Former Chartist cottage, now a house. c1845. Random rubble, partly whitewashed, with concrete tile roof. Single storey, 3 bays. T-plan. Windows are late C20 casements. Projecting gabled porch with doorway flanked by single windows. Beyond, on either side, a single larger window. INTERIOR not inspected. This building is one of 6 erected for a Chartist land settlement sponsored by the then owner of Red Hall, and visited and approved by Feargus O&#39;Connor, MP, founder and leader of the Chartists.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,08/07/1991
6e479bce-517a-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,MARKET BUILDING,,,,,,1388502,8a7b9982-f10f-4fdb-9a18-591d2764b63a,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53954037 53.22761234)),CORN EXCHANGE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1879,,"<p>Also known as: Corn Exchange CORNHILL. Former corn exchange and market building, now restaurant, covered market and bingo club. 1879. By Bellamy &amp; Hardy. Converted late C20. Brick with stone dressings, iron piers and joists. Slate and lead roofs with 2 gable stacks and 3 gabled ventilators. Italianate style. EXTERIOR: moulded plinth, first floor band, modillion cornice, pedimented east gable. 2 and 3 storeys, 12 bays. South side has to left an entrance bay, 3 storeys. Ground floor has a C20 shopfront. The upper floors have 2 tripartite sashes, those to the second floor with keystones. Between them, the City arms. Above, an open pediment containing an inscribed datestone. Very steep pitched pyramidal roof with a flat top and wrought-iron crest. On each side, a louvred round arched dormer with a crest. To right, shouldered ground floor openings containing late C20 shopfronts, those to the right under a late C20 glazed canopy. Above, a round arched blind arcade with shaped keystones. East gable has 2 round headed windows. North side has pilasters and cogged eaves. INTERIOR has in the main hall a laminated wood hammer beam roof with iron spandrels and ornamented tie rods. Blind arcaded walls. First floor carried on cast-iron columns. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 523).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
6f54d062-faff-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,ELLIS'S MILL,,,,,,1388647,9ef09bde-b52f-4101-9c80-e0735e661777,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54668839 53.23816364000001)),TOWER MILL,,,,,,,,,,English,,,,,,GEORGIAN,,,,,,1798,,"<p>Formerly known as: The Old Mill MILL ROAD. Tower mill. Dated 1798, restored 1977-80. Brick, tarred, with ogee domed wooden cap and finial. Concrete plinth, cogged eaves, fantail, 4 patent sails. Openings with segmental heads. Battered round tower, 3 stages, with a pair of doors to east and west. To north and south, a 2-light sliding sash on each floor. INTERIOR has machinery assembled from various windmills. The last surviving mill on Lincoln Edge. Complete and in use. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 512).</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,18/07/1973
7022d87e-4c15-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,ST SWITHIN'S HOUSE,,,,,,1388463,0be968d7-bb15-44ab-bf96-258f0e0f0463,,,,,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53847742 53.22935229)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1800,,"<p>House, now offices. Early C19. Brick with stone dressings and slate roof with 2 side wall stacks. Plinth, first floor band, second floor cornice, modillion eaves, coped gables. 3 storeys, 3 bays. Near-central stone doorcase with dentilled cornice and moulded 6-panel door. To left, a glazing bar sash and to right, 2 larger glazing bar sashes. Above, 3 glazing bar sashes and above again, a C20 casement and 2 glazing bar sashes. All the windows have moulded surrounds, those to the top floor with cornices. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,,,,,,,,Statutory,,,,
7410164e-5887-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"7, EASTGATE",,,,,,1388516,d11f38dc-14aa-40cf-bd5c-ca146c60c627,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53748624 53.23513845000001)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>House, now a house and shop. Mid C18, with late C19 fenestration. Brick, painted, with stone dressings and plain tile roof with 2 gable stacks. Plinth, shouldered coped gable. 2 storeys, 2 bays. L-plan. Central segment headed doorcase with keystone flanked by single canted bay windows with plain sashes. Above, 2 leaded cross casements with sliding shutters. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
767e1be2-e523-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,CANTILUPE CHANTRY SOUTH,CANTILUPE CHANTRY SOUTH,,,,,,b3809580-4862-487a-af91-72571a047b39,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53558829 53.23367681)),HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1540,,"<p>Former house of the priests serving the chantry established by Nicholas, third Lord Cantilupe, now a house. 1355, extended 1366. Restored and remodelled c1843-1845. Ashlar, with hipped and gabled slate and pantile roofs with gable, ridge and side wall stacks. Coped north gable with finial, crenellated parapet to south. EXTERIOR: 2 storeys plus attics, 3 bays. East front has to right a traceried panelled door, C19, in a C14 surround with hoodmould and mask stops, resited from the north gable. To its left, two 2-light flat headed windows with ogee headed lights. Above, 3 similar windows. Above again, two raking dormers, C19, with 2-light pointed arched windows. North gable has a hipped stone oriel window on C14 figured corbels, with C19 tracery. On either side, shields with the arms of Cantilupe and Zouch. Above, a moulded niche with a seated figure. South side has a brick plinth and a corbelled-out truncated stack. To left, 3 glazing bar sashes on each floor. To right, 2 blocked lancets, and above, a 2-light window with flat head and ogee headed lights. INTERIOR remodelled with Gothick style joinery c1845, and later C19. Main rooms on each floor have flat headed doorcases with cusped pointed arched panels and quatrefoil paterae, and doors with 2 cusped pointed arched panels. Ground floor rooms have moulded plaster cornices and plain friezes. Study has stone fireplace, and adjoining dining room has Classical style wooden fireplace, both C19. First floor drawing room has a frieze of trefoils and pendants, a flat headed recess flanked by round columns with foliage capitals, and a C19 Classical style wooden fireplace. Adjoining bedroom has a similar frieze. Rear stairwell has an arch braced matchboarded roof with skylights, and a dogleg stair with square newels and turned balusters, c1870. Cellar under south range has C14 spine beam carried on posts, and C19 wine bins at the east end. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 489; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1987-: 65-73; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).</p>
",,,,,,,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
